State,District,Date,Year,Month,Avg_rainfall,Agency_name
Andhra Pradesh,Prakasam,18-01-2022,2022,1,2.599415669,NRSC VIC MODEL
Andhra Pradesh,Prakasam,19-01-2022,2022,1,0.028332693,NRSC VIC MODEL
Andhra Pradesh,Prakasam,20-01-2022,2022,1,0.023827935,NRSC VIC MODEL
Andhra Pradesh,Prakasam,21-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,22-01-2022,2022,1,0.02322214,NRSC VIC MODEL
Andhra Pradesh,Prakasam,23-01-2022,2022,1,0.000440884,NRSC VIC MODEL
Andhra Pradesh,Prakasam,24-01-2022,2022,1,0.003387403,NRSC VIC MODEL
Andhra Pradesh,Prakasam,25-01-2022,2022,1,0.037513853,NRSC VIC MODEL
Andhra Pradesh,Prakasam,26-01-2022,2022,1,0.009773492,NRSC VIC MODEL
Andhra Pradesh,Prakasam,27-01-2022,2022,1,0.23485829,NRSC VIC MODEL
Andhra Pradesh,Prakasam,28-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,29-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,30-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,01-01-2022,2022,1,0.005981361,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,03-01-2022,2022,1,0.002038647,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,04-01-2022,2022,1,0.004595679,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,05-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,06-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,07-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,08-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,09-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,10-01-2022,2022,1,0.000358882,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,11-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,12-01-2022,2022,1,0.797260546,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,13-01-2022,2022,1,3.198158773,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,14-01-2022,2022,1,1.578082318,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,15-01-2022,2022,1,1.974746219,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,16-01-2022,2022,1,0.040219666,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,17-01-2022,2022,1,0.000139565,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,18-01-2022,2022,1,0.000139565,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,19-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,20-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,21-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,22-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,23-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,24-01-2022,2022,1,0.003663583,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,25-01-2022,2022,1,3.127533857,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,26-01-2022,2022,1,0.001251101,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,27-01-2022,2022,1,0.004805026,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,28-01-2022,2022,1,0.00290096,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,29-01-2022,2022,1,0.00000997,NRSC VIC MODEL
Andhra Pradesh,Srikakulam,30-01-2022,2022,1,0.00000498,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,01-01-2022,2022,1,0.00151744,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,03-01-2022,2022,1,0.065077932,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,04-01-2022,2022,1,0.026416097,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,05-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,06-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,07-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,08-01-2022,2022,1,0.002673223,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,09-01-2022,2022,1,0.002683339,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,10-01-2022,2022,1,0.028742837,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,11-01-2022,2022,1,0.0000253,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,12-01-2022,2022,1,0.003563454,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,13-01-2022,2022,1,4.492701495,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,14-01-2022,2022,1,1.360637619,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,15-01-2022,2022,1,3.783078395,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,16-01-2022,2022,1,1.304950111,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,17-01-2022,2022,1,0.000303488,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,18-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,19-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,20-01-2022,2022,1,0.000634796,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,21-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,22-01-2022,2022,1,-0.000177035,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,23-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,24-01-2022,2022,1,0.032415042,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,25-01-2022,2022,1,2.019441663,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,26-01-2022,2022,1,0.011750042,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,27-01-2022,2022,1,0.018464712,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,28-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,29-01-2022,2022,1,0.36303228,NRSC VIC MODEL
Andhra Pradesh,Vishakhapatnam,30-01-2022,2022,1,0.016107623,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,01-01-2022,2022,1,0.00285106,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,03-01-2022,2022,1,0.001397019,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,04-01-2022,2022,1,0.008705236,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,05-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,06-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,07-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,08-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,09-01-2022,2022,1,0.002594464,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,10-01-2022,2022,1,0.026205992,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,11-01-2022,2022,1,0.001976735,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,12-01-2022,2022,1,3.568643101,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,13-01-2022,2022,1,15.18275376,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,14-01-2022,2022,1,3.421746994,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,15-01-2022,2022,1,5.297839409,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,16-01-2022,2022,1,2.474938529,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,17-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,18-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,19-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,20-01-2022,2022,1,0.001520565,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,21-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,22-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,23-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,24-01-2022,2022,1,0.050230923,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,25-01-2022,2022,1,7.674021977,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,26-01-2022,2022,1,0.000266099,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,27-01-2022,2022,1,0.014169767,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,28-01-2022,2022,1,0.00056546,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,29-01-2022,2022,1,0.007897436,NRSC VIC MODEL
Andhra Pradesh,Vizianagaram,30-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,01-01-2022,2022,1,0.083532875,NRSC VIC MODEL
Andhra Pradesh,West Godavari,03-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,04-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,05-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,06-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,07-01-2022,2022,1,0.083713391,NRSC VIC MODEL
Andhra Pradesh,West Godavari,08-01-2022,2022,1,0.017301216,NRSC VIC MODEL
Andhra Pradesh,West Godavari,09-01-2022,2022,1,0.005680943,NRSC VIC MODEL
Andhra Pradesh,West Godavari,10-01-2022,2022,1,0.002994441,NRSC VIC MODEL
Andhra Pradesh,West Godavari,11-01-2022,2022,1,0.038580862,NRSC VIC MODEL
Andhra Pradesh,West Godavari,12-01-2022,2022,1,0.219178231,NRSC VIC MODEL
Andhra Pradesh,West Godavari,13-01-2022,2022,1,8.612327949,NRSC VIC MODEL
Andhra Pradesh,West Godavari,14-01-2022,2022,1,2.084074452,NRSC VIC MODEL
Andhra Pradesh,West Godavari,15-01-2022,2022,1,2.435089506,NRSC VIC MODEL
Andhra Pradesh,West Godavari,16-01-2022,2022,1,0.004035063,NRSC VIC MODEL
Andhra Pradesh,West Godavari,17-01-2022,2022,1,0.004013825,NRSC VIC MODEL
Andhra Pradesh,West Godavari,18-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,19-01-2022,2022,1,0.000803473,NRSC VIC MODEL
Andhra Pradesh,West Godavari,20-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,21-01-2022,2022,1,0.000573404,NRSC VIC MODEL
Andhra Pradesh,West Godavari,22-01-2022,2022,1,0.039288768,NRSC VIC MODEL
Andhra Pradesh,West Godavari,23-01-2022,2022,1,0.000396427,NRSC VIC MODEL
Andhra Pradesh,West Godavari,24-01-2022,2022,1,0.559227825,NRSC VIC MODEL
Andhra Pradesh,West Godavari,25-01-2022,2022,1,0.293844587,NRSC VIC MODEL
Andhra Pradesh,West Godavari,26-01-2022,2022,1,0.002576777,NRSC VIC MODEL
Andhra Pradesh,West Godavari,27-01-2022,2022,1,0.010583191,NRSC VIC MODEL
Andhra Pradesh,West Godavari,28-01-2022,2022,1,0.008848822,NRSC VIC MODEL
Andhra Pradesh,West Godavari,29-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,West Godavari,30-01-2022,2022,1,0.090130557,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,01-01-2022,2022,1,0.139751624,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,03-01-2022,2022,1,0.018505914,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,04-01-2022,2022,1,0.027740406,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,05-01-2022,2022,1,0.00253069,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,06-01-2022,2022,1,0.000145777,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,07-01-2022,2022,1,0.056561506,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,08-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,09-01-2022,2022,1,0.003385916,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,10-01-2022,2022,1,0.000586996,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,11-01-2022,2022,1,0.018356249,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,12-01-2022,2022,1,0.029083499,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,13-01-2022,2022,1,2.093599838,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,14-01-2022,2022,1,0.104765126,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,15-01-2022,2022,1,0.985200358,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,16-01-2022,2022,1,0.067737748,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,17-01-2022,2022,1,0.003411184,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,18-01-2022,2022,1,0.111892653,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,19-01-2022,2022,1,0.005164396,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,20-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,21-01-2022,2022,1,0.003234307,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,22-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,23-01-2022,2022,1,0.002933035,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,24-01-2022,2022,1,0.0000933,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,25-01-2022,2022,1,0.017965567,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,26-01-2022,2022,1,0.681101601,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,27-01-2022,2022,1,0.174370764,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,28-01-2022,2022,1,0.040063428,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,29-01-2022,2022,1,0.015549555,NRSC VIC MODEL
Andhra Pradesh,Y S R Kadapa,30-01-2022,2022,1,0.061033946,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,01-01-2022,2022,1,0.397603026,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,03-01-2022,2022,1,0.032556515,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,04-01-2022,2022,1,0.089881308,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,05-01-2022,2022,1,0.033765264,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,06-01-2022,2022,1,0.009333488,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,07-01-2022,2022,1,0.042593999,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,08-01-2022,2022,1,0.122451106,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,09-01-2022,2022,1,0.251955459,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,10-01-2022,2022,1,0.112019561,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,11-01-2022,2022,1,0.166426532,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,12-01-2022,2022,1,0.590498053,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,13-01-2022,2022,1,6.570088926,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,14-01-2022,2022,1,1.609893767,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,15-01-2022,2022,1,0.019525939,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,16-01-2022,2022,1,0.0272699,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,17-01-2022,2022,1,0.016913625,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,19-01-2022,2022,1,0.009922365,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,18-01-2022,2022,1,0.004294821,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,20-01-2022,2022,1,0.222954347,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,21-01-2022,2022,1,0.912954993,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,22-01-2022,2022,1,0.596625922,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,23-01-2022,2022,1,0.06650774,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,24-01-2022,2022,1,0.218894192,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,25-01-2022,2022,1,0.365883337,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,26-01-2022,2022,1,0.277936913,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,27-01-2022,2022,1,1.345669289,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,28-01-2022,2022,1,1.051465187,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,29-01-2022,2022,1,0.100007345,NRSC VIC MODEL
Arunachal Pradesh,Anjaw,30-01-2022,2022,1,0.318870543,NRSC VIC MODEL
Arunachal Pradesh,Changlang,01-01-2022,2022,1,0.98347122,NRSC VIC MODEL
Arunachal Pradesh,Changlang,03-01-2022,2022,1,0.00473282,NRSC VIC MODEL
Arunachal Pradesh,Changlang,04-01-2022,2022,1,0.215527826,NRSC VIC MODEL
Arunachal Pradesh,Changlang,05-01-2022,2022,1,0.040636032,NRSC VIC MODEL
Arunachal Pradesh,Changlang,06-01-2022,2022,1,0.033059179,NRSC VIC MODEL
Arunachal Pradesh,Changlang,07-01-2022,2022,1,0.041770389,NRSC VIC MODEL
Arunachal Pradesh,Changlang,08-01-2022,2022,1,0.057852206,NRSC VIC MODEL
Arunachal Pradesh,Changlang,09-01-2022,2022,1,0.030198862,NRSC VIC MODEL
Arunachal Pradesh,Changlang,10-01-2022,2022,1,0.081532586,NRSC VIC MODEL
Arunachal Pradesh,Changlang,11-01-2022,2022,1,0.07774416,NRSC VIC MODEL
Arunachal Pradesh,Changlang,12-01-2022,2022,1,2.169259621,NRSC VIC MODEL
Arunachal Pradesh,Changlang,13-01-2022,2022,1,20.47609333,NRSC VIC MODEL
Arunachal Pradesh,Changlang,14-01-2022,2022,1,1.178320098,NRSC VIC MODEL
Arunachal Pradesh,Changlang,15-01-2022,2022,1,0.548724836,NRSC VIC MODEL
Arunachal Pradesh,Changlang,16-01-2022,2022,1,0.057803358,NRSC VIC MODEL
Arunachal Pradesh,Changlang,17-01-2022,2022,1,0.051947037,NRSC VIC MODEL
Arunachal Pradesh,Changlang,18-01-2022,2022,1,0.000955248,NRSC VIC MODEL
Arunachal Pradesh,Changlang,19-01-2022,2022,1,0.0998994,NRSC VIC MODEL
Arunachal Pradesh,Changlang,20-01-2022,2022,1,0.26891859,NRSC VIC MODEL
Arunachal Pradesh,Changlang,21-01-2022,2022,1,4.998584743,NRSC VIC MODEL
Arunachal Pradesh,Changlang,22-01-2022,2022,1,1.684710081,NRSC VIC MODEL
Arunachal Pradesh,Changlang,23-01-2022,2022,1,0.93628414,NRSC VIC MODEL
Arunachal Pradesh,Changlang,24-01-2022,2022,1,1.240541478,NRSC VIC MODEL
Arunachal Pradesh,Changlang,25-01-2022,2022,1,1.389505888,NRSC VIC MODEL
Arunachal Pradesh,Changlang,26-01-2022,2022,1,1.180588812,NRSC VIC MODEL
Arunachal Pradesh,Changlang,27-01-2022,2022,1,1.836936445,NRSC VIC MODEL
Arunachal Pradesh,Changlang,28-01-2022,2022,1,2.624250748,NRSC VIC MODEL
Arunachal Pradesh,Changlang,29-01-2022,2022,1,0.277228162,NRSC VIC MODEL
Arunachal Pradesh,Changlang,30-01-2022,2022,1,0.028054982,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,01-01-2022,2022,1,0.528627272,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,03-01-2022,2022,1,0.347641612,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,04-01-2022,2022,1,3.04823374,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,05-01-2022,2022,1,0.253889437,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,06-01-2022,2022,1,0.009574059,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,07-01-2022,2022,1,0.206840754,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,08-01-2022,2022,1,0.059104694,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,09-01-2022,2022,1,0.010395671,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,10-01-2022,2022,1,0.046714903,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,11-01-2022,2022,1,0.084058298,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,12-01-2022,2022,1,1.256600945,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,13-01-2022,2022,1,12.64274456,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,14-01-2022,2022,1,1.971582882,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,15-01-2022,2022,1,0.204033581,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,16-01-2022,2022,1,0.022962336,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,17-01-2022,2022,1,0.220562811,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,18-01-2022,2022,1,0.048429447,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,19-01-2022,2022,1,0.036199414,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,20-01-2022,2022,1,0.061021788,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,21-01-2022,2022,1,0.386508412,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,22-01-2022,2022,1,3.744438425,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,23-01-2022,2022,1,0.096094339,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,24-01-2022,2022,1,0.252106426,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,25-01-2022,2022,1,0.338210194,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,26-01-2022,2022,1,0.816633566,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,27-01-2022,2022,1,3.689262062,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,28-01-2022,2022,1,3.322192755,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,29-01-2022,2022,1,0.02944394,NRSC VIC MODEL
Arunachal Pradesh,Dibang Valley,30-01-2022,2022,1,0.602004618,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,01-01-2022,2022,1,0.04465289,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,03-01-2022,2022,1,0.042196981,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,04-01-2022,2022,1,1.755838445,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,05-01-2022,2022,1,0.000862049,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,06-01-2022,2022,1,0.401311644,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,07-01-2022,2022,1,0.058358846,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,08-01-2022,2022,1,0,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,09-01-2022,2022,1,0.051574088,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,10-01-2022,2022,1,0.004173805,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,11-01-2022,2022,1,0.06485212,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,12-01-2022,2022,1,2.775276318,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,13-01-2022,2022,1,2.349244339,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,14-01-2022,2022,1,0.816775773,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,15-01-2022,2022,1,1.493639158,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,16-01-2022,2022,1,0.00945773,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,17-01-2022,2022,1,0.028819719,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,18-01-2022,2022,1,0,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,19-01-2022,2022,1,0.103055148,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,20-01-2022,2022,1,0.035033913,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,21-01-2022,2022,1,0.03446955,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,22-01-2022,2022,1,6.790650206,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,23-01-2022,2022,1,0.066551411,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,24-01-2022,2022,1,0.000948874,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,25-01-2022,2022,1,0.000161247,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,26-01-2022,2022,1,0.004235823,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,27-01-2022,2022,1,0.004421876,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,28-01-2022,2022,1,0,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,29-01-2022,2022,1,0,NRSC VIC MODEL
Arunachal Pradesh,East Kameng,30-01-2022,2022,1,0.031517498,NRSC VIC MODEL
Arunachal Pradesh,East Siang,01-01-2022,2022,1,0.137840924,NRSC VIC MODEL
Arunachal Pradesh,East Siang,03-01-2022,2022,1,0,NRSC VIC MODEL
Arunachal Pradesh,East Siang,04-01-2022,2022,1,0.035415719,NRSC VIC MODEL
Arunachal Pradesh,East Siang,05-01-2022,2022,1,0,NRSC VIC MODEL
Arunachal Pradesh,East Siang,06-01-2022,2022,1,0,NRSC VIC MODEL
Arunachal Pradesh,East Siang,07-01-2022,2022,1,0,NRSC VIC MODEL
Arunachal Pradesh,East Siang,08-01-2022,2022,1,0,NRSC VIC MODEL
Arunachal Pradesh,East Siang,09-01-2022,2022,1,0.020315873,NRSC VIC MODEL
Arunachal Pradesh,East Siang,10-01-2022,2022,1,0.057329294,NRSC VIC MODEL
Arunachal Pradesh,East Siang,11-01-2022,2022,1,0.083769689,NRSC VIC MODEL
Arunachal Pradesh,East Siang,12-01-2022,2022,1,3.735802327,NRSC VIC MODEL
Arunachal Pradesh,East Siang,13-01-2022,2022,1,17.05480696,NRSC VIC MODEL
Arunachal Pradesh,East Siang,14-01-2022,2022,1,3.046597705,NRSC VIC MODEL
Arunachal Pradesh,East Siang,15-01-2022,2022,1,0.043858476,NRSC VIC MODEL
Arunachal Pradesh,East Siang,16-01-2022,2022,1,0,NRSC VIC MODEL
Arunachal Pradesh,East Siang,17-01-2022,2022,1,0.026769334,NRSC VIC MODEL
Arunachal Pradesh,East Siang,19-01-2022,2022,1,0.033880673,NRSC VIC MODEL
Arunachal Pradesh,East Siang,18-01-2022,2022,1,0.112496991,NRSC VIC MODEL
Arunachal Pradesh,East Siang,20-01-2022,2022,1,0,NRSC VIC MODEL
Arunachal Pradesh,East Siang,21-01-2022,2022,1,0.261474835,NRSC VIC MODEL
Arunachal Pradesh,East Siang,22-01-2022,2022,1,1.691370798,NRSC VIC MODEL
Arunachal Pradesh,East Siang,23-01-2022,2022,1,0.013329844,NRSC VIC MODEL
Arunachal Pradesh,East Siang,24-01-2022,2022,1,1.734555733,NRSC VIC MODEL
Arunachal Pradesh,East Siang,25-01-2022,2022,1,0.26739573,NRSC VIC MODEL
